dataset_index,true_cipher_type,difficulty,true_plaintext,ciphertext_original,rq2_std_pred,rq2_std_correct,rq2_char_pred,rq2_char_correct,rq3_std_pred,rq3_std_correct,rq3_char_pred,rq3_char_correct
4242,Bacon Cipher,1,"Why, then, tomorrow night, or Tuesday morn. On Tuesday noon, or night, or Wednesday morn. I prithee name the time, but let it not Exceed three days. In faith, hes penitent, And yet his trespass, in our common reason (Save that, they say, the wars must make example Out of her best) is not, almost, a fault T' incur a private check.",BABBAAABBBBBAAABAABBAABBBAABAAABBABBAABBABBBAABBAAABBBABAAABBAAABABBBABABBAABBABABAAAAABBAAABBBBAABBABBBABAAABBAABBBABAAAABAABAABAAAABBAAAAABBAAAABBAAABBBABAAABABBABABBBAABBABBAABBBABAAAABAABAABAAAABBAAAAABBAAAABBABABBBAABBBAABBABABBBABAAABABBABABAAAAABBAAABBBBAABBABBBABAAABBABBAAABAAAAABBABBABAABAABAABAAAABBAAAAABBAAAABBAAABBBABAAABABBABABAAAABBBBBAAABABAAABAABBAABBBAABAAAABAAABBABAAAAAABBAAAABAABAABBAABBBAABAABAABBABAAAABBAAAABAAAAAABBABAABAABBABABBAABAABAABBABAAABAABBABBABABBBABAABBAABAABABBBAAABAAABAAAABAAAAABBBAABBAABBBBAAABAABAAAABAAAAABBAAAAABBAAABAABAABAAAABBABAABABAAAAAABAAABAABBAABBBAABBBAABAABAABAABBBBAABAAABBABABAAABAABBAABAAABBABBAABBAAAAAABBABAAABBBBAAAAABAABAABBAABBBABAAABAABABAABBBAAABAABAABAABAABBBBAAAAABAABABAABAABAAAABBABABBBABABAABAAABAAABAABBBAABBAAABBAAABBBAABBABBAAABAABAAAAAAABAABAABBBAABBABBAABAAAAAABABABAABAABAABBAABBBAAAAABAABBBAABBAABBBAABAABBAAABAABAAAAAABBAAABAABBAABBBAABAABABBAAAAAABAAABBAABAABBAABABAABAABABAABBABBAAAAAAAABABAAABAAAABAABABBBAAAAAABBAAABBBBABABBAABAAABBBABABAABAABBABBBAAABABAABBBAABAABAAABAAAABAABAABAABABAABBABAAABAABAABBABABBBABAABBAAAAAABABBABBAAABBBABAABABAABBAAAAAAABABAAAAABABAAABABBBAABBBAABBABAAAABBABAAABABABAABAAABAAAAAABBBBBAAABABAAABABABAAAAABAABBAABAAAAABAAABBBAABAAAAABAABABA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False
4243,Rail Fence Cipher,2,"Why, then, tomorrow night, or Tuesday morn. On Tuesday noon, or night, or Wednesday morn. I prithee name the time, but let it not Exceed three days. In faith, hes penitent, And yet his trespass, in our common reason (Save that, they say, the wars must make example Out of her best) is not, almost, a fault T' incur a private check.","W norntreyrOuao ntrddm.phn  euettc ea fheee    ssnrm s(eat ,erum m  hb) ,m,ft u v ch,te,tmro ih,o usa on nTedyno,o ih,o ensa on  rte aetetm,btlti o xedtredy.I at,hspntn,Adythsteps,i u omnrao Sv ht hysy h asms aeeapeOto e et snt lot  al 'icrapiaecekyh owg Tdm. s nrg WeyrIiemhi   nEeh sni  itneira ocoenat,eatw tkxlufrsioasauTn rth.",Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
4244,Vigenère Cipher,2,"Why, then, tomorrow night, or Tuesday morn. On Tuesday noon, or night, or Wednesday morn. I prithee name the time, but let it not Exceed three days. In faith, hes penitent, And yet his trespass, in our common reason (Save that, they say, the wars must make example Out of her best) is not, almost, a fault T' incur a private check.","zky, tqgk, woxaraqt qlgsf, qo wxedpah jruq. an vrhvgaj nxqk, rr zipjq, rr iempbvgdy yoap. l pcutqgb qdmp tqg wlpe, bdv ohw tf wqq hacpqd veuhh omyb. lq flutq, khv aqnrvbqw, lzd abw kid tagpsdvs, iw lxu czymxp uhdszz (uxyh tsmt, qkhb dmy, qkh wlds orvw mlwe gudpslp odv ri hpd kgpw) id nxv, domzet, x iduwf c' lqfuc a rolydtp cqgzn.",Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True
4245,Playfair Cipher,2,"Why, then, tomorrow night, or Tuesday morn. On Tuesday noon, or night, or Wednesday morn. I prithee name the time, but let it not Exceed three days. In faith, hes penitent, And yet his trespass, in our common reason (Save that, they say, the wars must make example Out of her best) is not, almost, a fault T' incur a private check.",LRZSMKBSEGKQQKYLMHMRKQPZDTEOZIKQXDBSZAYIDUXDDXKQDSHIQEWLAEBDYIDUGESLFSSHRMOBDBEFMZMKSMTMCZRBMZMSXDZMLXOBAERMTKAEDUYSCIDFRMMKTQDBMSDBPEDIZDRMSYPSDTUFQNYSXDWPXAGBGELSAOQDDYOUMZFKQBRMDZPDZSMKUKSTFZTPFEDAOBEFRCAKZPAGMKTLDTSMYDEQKCGETPFPFCBRSMBXWPFUSHUOZMLFABOL,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4246,RSA Cipher,3,"Why, then, tomorrow night, or Tuesday morn. On Tuesday noon, or night, or Wednesday morn. I prithee name the time, but let it not Exceed three days. In faith, hes penitent, And yet his trespass, in our common reason (Save that, they say, the wars must make example Out of her best) is not, almost, a fault T' incur a private check.",604 2170 487 678 1992 884 2170 1313 2235 678 1992 884 2185 2271 2185 2412 2412 2185 1107 1992 2235 3179 2923 2170 884 678 1992 2185 2412 1992 2159 2160 1313 1230 1773 1632 487 1992 2271 2185 2412 2235 2825 1992 1307 2235 1992 2159 2160 1313 1230 1773 1632 487 1992 2235 2185 2185 2235 678 1992 2185 2412 1992 2235 3179 2923 2170 884 678 1992 2185 2412 1992 604 1313 1773 2235 1313 1230 1773 1632 487 1992 2271 2185 2412 2235 2825 1992 1486 1992 612 2412 3179 884 2170 1313 1313 1992 2235 1632 2271 1313 1992 884 2170 1313 1992 884 3179 2271 1313 678 1992 2570 2160 884 1992 745 1313 884 1992 3179 884 1992 2235 2185 884 1992 28 1542 281 1313 1313 1773 1992 884 2170 2412 1313 1313 1992 1773 1632 487 1230 2825 1992 1486 2235 1992 1369 1632 3179 884 2170 678 1992 2170 1313 1230 1992 612 1313 2235 3179 884 1313 2235 884 678 1992 2790 2235 1773 1992 487 1313 884 1992 2170 3179 1230 1992 884 2412 1313 1230 612 1632 1230 1230 678 1992 3179 2235 1992 2185 2160 2412 1992 281 2185 2271 2271 2185 2235 1992 2412 1313 1632 1230 2185 2235 1992 642 2680 1632 2578 1313 1992 884 2170 1632 884 678 1992 884 2170 1313 487 1992 1230 1632 487 678 1992 884 2170 1313 1992 1107 1632 2412 1230 1992 2271 2160 1230 884 1992 2271 1632 690 1313 1992 1313 1542 1632 2271 612 745 1313 1992 1307 2160 884 1992 2185 1369 1992 2170 1313 2412 1992 2570 1313 1230 884 3199 1992 3179 1230 1992 2235 2185 884 678 1992 1632 745 2271 2185 1230 884 678 1992 1632 1992 1369 1632 2160 745 884 1992 2159 1956 1992 3179 2235 281 2160 2412 1992 1632 1992 612 2412 3179 2578 1632 884 1313 1992 281 2170 1313 281 690 2825,Vigenère Cipher,False,Playfair Cipher,False,RSA Cipher,True,Rail Fence Cipher,False
4247,AES Cipher,3,"Why, then, tomorrow night, or Tuesday morn. On Tuesday noon, or night, or Wednesday morn. I prithee name the time, but let it not Exceed three days. In faith, hes penitent, And yet his trespass, in our common reason (Save that, they say, the wars must make example Out of her best) is not, almost, a fault T' incur a private check.",eO0vs0S3xWpI6VW1F1iR0lCdiQlc0O7OkNlTFEszj41SmLko2lJm3zPFSBuhMzsvvJaq9J3ns7YhaqoSIvN6+aIb2m2HD6nxN/l8eOAM/I9z1tRVQx7Q6W7qUXiSN8vLQkFNrM90epKepDAc0VaonaVCIyYHn+GMOAy//HJio0zQIHw1CB7R7dMlinuWhK8H7nRLwcYyRdn9+ZsUAza6l0etrK2nFZMXdi1sioXOD1E1B3Ed3XUnKIROiUvR0HdoTg4QZxW2PXQANYEaMC0yvceeKfc3+e9hHSMa2eIwgEdsK1/ruWMs+0F0F/r6Fu3mMevY66LEbttJ0bRGM8N0uK/N19FOEBTErS6GRw0dH0bnOwtnqYYs++Ue+B56b8uhjBwrK2WKnbA62K+/sVsrXERoitRxGghaUf0PokIaIBojW2ZLAOdInsmALHa4SqUe,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
4248,Caesar Cipher,1,"And supper too, although thou knowst it not.Come, will you go?","dqg vxsshu wrr, dowkrxjk wkrx nqrzvw lw qrw.frph, zloo brx jr?",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Playfair Cipher,False
4249,Atbash Cipher,1,"And supper too, although thou knowst it not.Come, will you go?","Zmw hfkkvi gll, zogslfts gslf pmldhg rg mlg.Xlnv, droo blf tl?",Playfair Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
4250,Morse Code,1,"And supper too, although thou knowst it not.Come, will you go?",".- -. -..   ... ..- .--. .--. . .-.   - --- --- ,   .- .-.. - .... --- ..- --. ....   - .... --- ..-   -.- -. --- .-- ... -   .. -   -. --- - . -.-. --- -- . ,   .-- .. .-.. .-..   -.-- --- ..-   --. --- ?",Playfair Cipher,False,Vigenère Cipher,False,Morse Code,True,Vigenère Cipher,False
4251,Bacon Cipher,1,"And supper too, although thou knowst it not.Come, will you go?",AAAAAABBABAAABBBAABABABAAABBBBABBBBAABAABAAABBAABBABBBAABBBAAAAAAABABBBAABBAABBBABBBABABAAAABBAAABBBBAABBAABBBABBBABABAAABABAABBABABBBABABBABAABABAABBABAAABAABBABBABABBBABAABBAAABAABBBAABBAAAABAABABBAABAAAABABBABABBBBAAAABBBABABAAAABBAABBBA,Vigenère Cipher,False,Rail Fence Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4252,Rail Fence Cipher,2,"And supper too, although thou knowst it not.Come, will you go?","Aseoao uo nC,loon uprto lhuhto nwti o.oe ilyug?dp ,tghksttmw  ",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
4253,Vigenère Cipher,2,"And supper too, although thou knowst it not.Come, will you go?","suf zfxqtj aqw, imizgbip eppj cuqeze ji fvv.jzuf, opnt jwv yg?",Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
4254,Playfair Cipher,2,"And supper too, although thou knowst it not.Come, will you go?",NVMRPBHAYFQWNCDHBQPMTUBQKSOQZOBDPRRBOWLKIBHLDXSBIN,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4255,RSA Cipher,3,"And supper too, although thou knowst it not.Come, will you go?",2790 2235 1773 1992 1230 2160 612 612 1313 2412 1992 884 2185 2185 678 1992 1632 745 884 2170 2185 2160 2923 2170 1992 884 2170 2185 2160 1992 690 2235 2185 1107 1230 884 1992 3179 884 1992 2235 2185 884 2825 641 2185 2271 1313 678 1992 1107 3179 745 745 1992 487 2185 2160 1992 2923 2185 3216,Vigenère Cipher,False,Vigenère Cipher,False,"RSA Cipher (Note: This is a RSA encrypted RSA modulus, not the actual encrypted message)",True,Vigenère Cipher,False
4256,AES Cipher,3,"And supper too, although thou knowst it not.Come, will you go?",moj2ZXO+G9m1/PzUkEEb7CjJy14IbDiOkOeNc1Ze5LZE6DwMwfTgO2GUOoRDrRCtrg8vWKRSBlilQKF1K7AXig==,Vigenère Cipher,False,Atbash Cipher,False,"Base64 Encoding (not a cipher itself, but often used for encoding ciphertext)",False,RSA Cipher,False
4257,Caesar Cipher,1,"Ay, madam. He desires to make atonement Betwixt the duke of Gloucester and your brothers, And betwixt them and my Lord Chamberlain, And sent to warn them to his royal presence.","db, pdgdp. kh ghvluhv wr pdnh dwrqhphqw ehwzlaw wkh gxnh ri jorxfhvwhu dqg brxu eurwkhuv, dqg ehwzlaw wkhp dqg pb orug fkdpehuodlq, dqg vhqw wr zduq wkhp wr klv urbdo suhvhqfh.",Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
4258,Atbash Cipher,1,"Ay, madam. He desires to make atonement Betwixt the duke of Gloucester and your brothers, And betwixt them and my Lord Chamberlain, And sent to warn them to his royal presence.","Zb, nzwzn. Sv wvhrivh gl nzpv zglmvnvmg Yvgdrcg gsv wfpv lu Tolfxvhgvi zmw blfi yilgsvih, Zmw yvgdrcg gsvn zmw nb Oliw Xsznyviozrm, Zmw hvmg gl dzim gsvn gl srh ilbzo kivhvmxv.",Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Vigenère Cipher,False
4259,Morse Code,1,"Ay, madam. He desires to make atonement Betwixt the duke of Gloucester and your brothers, And betwixt them and my Lord Chamberlain, And sent to warn them to his royal presence.",".- -.-- ,   -- .- -.. .- -- .   .... .   -.. . ... .. .-. . ...   - ---   -- .- -.- .   .- - --- -. . -- . -. -   -... . - .-- .. -..- -   - .... .   -.. ..- -.- .   --- ..-.   --. .-.. --- ..- -.-. . ... - . .-.   .- -. -..   -.-- --- ..- .-.   -... .-. --- - .... . .-. ... ,   .- -. -..   -... . - .-- .. -..- -   - .... . --   .- -. -..   -- -.--   .-.. --- .-. -..   -.-. .... .- -- -... . .-. .-.. .- .. -. ,   .- -. -..   ... . -. -   - ---   .-- .- .-. -.   - .... . --   - ---   .... .. ...   .-. --- -.-- .- .-..   .--. .-. . ... . -. -.-. . .",Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Morse Code,True
4260,Bacon Cipher,1,"Ay, madam. He desires to make atonement Betwixt the duke of Gloucester and your brothers, And betwixt them and my Lord Chamberlain, And sent to warn them to his royal presence.",AAAAABBAAAABBAAAAAAAAAABBAAAAAABBAAAABBBAABAAAAABBAABAABAABAABAAABAAABAABAABAABABAABBABBBAABBAAAAAAAABABAAABAAAAAAABAABBABBBAABBABAABAAABBAAAABAAABBABBAABBAAAABAABAABAABBBABBAABAAABABBBBAABBBAABBAABBBAABAAAAABBBABAAABABAAABAAABBBAAABABAABBAABABBABBBABABAAAAABAAABAABAABABAABBAABAABAAABAAAAAABBABAAABBBBAAAABBBABABAABAAABAAAABBAAABABBBABAABBAABBBAABAABAAABBAABAAAAAAABBABAAABBAAAABAABAABAABBBABBAABAAABABBBBAABBBAABBAABBBAABAAABBAAAAAAAABBABAAABBABBAABBAAAABABBABBBABAAABAAABBAAABAAABBBAAAAAABBAAAAAABAABAABAAABABABBAAAAAABAAAABBABAAAAAABBABAAABBBAABAAABAAABBABBAABBBAABBABBBABABBAAAAAABAAABABBABBAABBAABBBAABAAABBAABAABBABBBAAABBBABAAABAABABAAABABBBABBAAAAAAAAABABBABBBBBAAABAABAABAABAAABAAABBABAAABAAABAA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4261,Rail Fence Cipher,2,"Ay, madam. He desires to make atonement Betwixt the duke of Gloucester and your brothers, And betwixt them and my Lord Chamberlain, And sent to warn them to his royal presence.","Ammess eoeBitd Gcenobh,dttenyrheiAs w m  arny aa.H eie omk tnmn ewx h ueo luetradyu rtes n ewx hmadm odCabran n ett ante ohsrylpeec.,d drtaaetttekfos  rorAbit  L ml,dnorhtio se",Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,True
4262,Vigenère Cipher,2,"Ay, madam. He desires to make atonement Betwixt the duke of Gloucester and your brothers, And betwixt them and my Lord Chamberlain, And sent to warn them to his royal presence.","yz, ssctv. ig jwrbaaq vj ezdn yuqikedgc zfvrops cdc fpqw ho emqpiwrmnn bpy qnna zsqonwql, yof hwsprtr vcke twz na rgqw yfbowkjktrj, cij rxwp uq csqg pffo zg aro sqtgd iaaqfpxk.",Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True
4263,Playfair Cipher,2,"Ay, madam. He desires to make atonement Betwixt the duke of Gloucester and your brothers, And betwixt them and my Lord Chamberlain, And sent to warn them to his royal presence.",HGOLGSOEFTFLCBFLGMOLMCLGPOMVFMXLMLZFQDGEFTQUHMHDAMQKFLLMLBWSGYQCRLMGIFLASOXSMLZFQDGEMVSOTNVAKAQFOHPLCLSBFPSOSFFMDQGMYSSKGEMVGMICALYGBSKBFLFMEF,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
4264,RSA Cipher,3,"Ay, madam. He desires to make atonement Betwixt the duke of Gloucester and your brothers, And betwixt them and my Lord Chamberlain, And sent to warn them to his royal presence.",2790 487 678 1992 2271 1632 1773 1632 2271 2825 1992 3000 1313 1992 1773 1313 1230 3179 2412 1313 1230 1992 884 2185 1992 2271 1632 690 1313 1992 1632 884 2185 2235 1313 2271 1313 2235 884 1992 524 1313 884 1107 3179 1542 884 1992 884 2170 1313 1992 1773 2160 690 1313 1992 2185 1369 1992 669 745 2185 2160 281 1313 1230 884 1313 2412 1992 1632 2235 1773 1992 487 2185 2160 2412 1992 2570 2412 2185 884 2170 1313 2412 1230 678 1992 2790 2235 1773 1992 2570 1313 884 1107 3179 1542 884 1992 884 2170 1313 2271 1992 1632 2235 1773 1992 2271 487 1992 2726 2185 2412 1773 1992 641 2170 1632 2271 2570 1313 2412 745 1632 3179 2235 678 1992 2790 2235 1773 1992 1230 1313 2235 884 1992 884 2185 1992 1107 1632 2412 2235 1992 884 2170 1313 2271 1992 884 2185 1992 2170 3179 1230 1992 2412 2185 487 1632 745 1992 612 2412 1313 1230 1313 2235 281 1313 2825,Vigenère Cipher,False,Playfair Cipher,False,RSA Cipher,True,Rail Fence Cipher,False
4265,AES Cipher,3,"Ay, madam. He desires to make atonement Betwixt the duke of Gloucester and your brothers, And betwixt them and my Lord Chamberlain, And sent to warn them to his royal presence.",hicGl5sysnOjf75RGdMEmnax6C+vME+lxR+rPDfvj/Loc2br68PC3fxHJorheg5kLDC9ZgLnrV21SIpitWqxBXC0tLmbUvYE83vkPvk2gvGGyd1BYBeBRucl5tgj7a8OZdgTggcDFDqNjqNJa2aKr3p+s1+8cryyiaWdqk2P+HkpAkpKx4DhW2BHjKI6pRNXxMrLVxLbNS92yxFixZqyNPDCue4tP58V86vKANzSmkalIsIj6iJMigsFpqc7ftaQ,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
4266,Caesar Cipher,1,"Seal up the mouth of outrage for a while, Till we can clear these ambiguities And know their spring, their head, their true descent, And then will I be general of your woes, And lead you even to death.","vhdo xs wkh prxwk ri rxwudjh iru d zkloh, wloo zh fdq fohdu wkhvh dpeljxlwlhv dqg nqrz wkhlu vsulqj, wkhlu khdg, wkhlu wuxh ghvfhqw, dqg wkhq zloo l eh jhqhudo ri brxu zrhv, dqg ohdg brx hyhq wr ghdwk.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
4267,Atbash Cipher,1,"Seal up the mouth of outrage for a while, Till we can clear these ambiguities And know their spring, their head, their true descent, And then will I be general of your woes, And lead you even to death.","Hvzo fk gsv nlfgs lu lfgiztv uli z dsrov, Groo dv xzm xovzi gsvhv znyrtfrgrvh Zmw pmld gsvri hkirmt, gsvri svzw, gsvri gifv wvhxvmg, Zmw gsvm droo R yv tvmvizo lu blfi dlvh, Zmw ovzw blf vevm gl wvzgs.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
4268,Morse Code,1,"Seal up the mouth of outrage for a while, Till we can clear these ambiguities And know their spring, their head, their true descent, And then will I be general of your woes, And lead you even to death.","... . .- .-..   ..- .--.   - .... .   -- --- ..- - ....   --- ..-.   --- ..- - .-. .- --. .   ..-. --- .-.   .-   .-- .... .. .-.. . ,   - .. .-.. .-..   .-- .   -.-. .- -.   -.-. .-.. . .- .-.   - .... . ... .   .- -- -... .. --. ..- .. - .. . ...   .- -. -..   -.- -. --- .--   - .... . .. .-.   ... .--. .-. .. -. --. ,   - .... . .. .-.   .... . .- -.. ,   - .... . .. .-.   - .-. ..- .   -.. . ... -.-. . -. - ,   .- -. -..   - .... . -.   .-- .. .-.. .-..   ..   -... .   --. . -. . .-. .- .-..   --- ..-.   -.-- --- ..- .-.   .-- --- . ... ,   .- -. -..   .-.. . .- -..   -.-- --- ..-   . ...- . -.   - ---   -.. . .- - .... .",Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Morse Code,True
4269,Bacon Cipher,1,"Seal up the mouth of outrage for a while, Till we can clear these ambiguities And know their spring, their head, their true descent, And then will I be general of your woes, And lead you even to death.",BAABAAABAAAAAAAABABBBABAAABBBBBAABBAABBBAABAAABBAAABBBABABAABAABBAABBBABBBAAABABABBBABABAABAABBBAAABAAAAAAABBAAABAAAABABABBBABAAABAAAAABABBAAABBBABAAAABABBAABAABAABBABAAAABABBABABBBABBAAABAAAAABAAAAAAABBABAAABAABABBAABAAAAAAABAAABBAABBAABBBAABAABAABAAABAAAAAAAABBAAAAAABABAAAAABBABABAAABAAABAABBABAAAAABAABAABAAAAAAABBABAAABBABABAABBABABBBABABBABAABBAABBBAABAAABAAABAAABBAABAABBBBBAAABABAAAABBABAABBABAABBAABBBAABAAABAAABAAABAABBBAABAAAAAAAAAABBBAABBAABBBAABAAABAAABAAABBAABBBAAABBABAAAABAAAAABBAABAABAABAAAABAAABAAABBABBAABBAAAAAABBABAAABBBAABBAABBBAABAAABBABBABBAABAAAABABBABABBABAAAAAAABAABAAAABBAAABAAABBABAABAABAAABAAAAAABABBABBBAAABABBBAAAABBBABABAABAAABBABBAABBBAAABAABAABAAAAAAABBABAAABBABABBAABAAAAAAAAAABBBBAAAABBBABABAAAABAABABABAABAAABBABBAABBABBBAAAABBAABAAAAAAABAABBAABBB,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
4270,Rail Fence Cipher,2,"Seal up the mouth of outrage for a while, Till we can clear these ambiguities And know their spring, their head, their true descent, And then will I be general of your woes, And lead you even to death.","S tmh r  h,lenetebisdoh i ie irde  nl groow,daovte.elu h ot fotaefrawie ilw a la hs miute n nwtersrn,terha,tertu ecn,Adte ilIb eea fyu os n edyuee odahapeuougo lT ccreagiAk ipgh dh estnhw enl reAl  n t",Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Playfair Cipher,False
4271,Vigenère Cipher,2,"Seal up the mouth of outrage for a while, Till we can clear these ambiguities And know their spring, their head, their true descent, And then will I be general of your woes, And lead you even to death.","kutv rz ufw fyoqr pd endlxqe dgh k trimc, msfi wf uqg wioas lxxcy kmcgykbdcbc blv dxit ticah cjosnh, jaoco hfyv, dbbsr rjkx xbccfll, kha ticf psfi i zw zohbbam gv iirb xmwi, ukn mcst iir ewcf my aoauf.",Vigenère Cipher,True,Vigenère Cipher,True,Playfair Cipher,False,Rail Fence Cipher,False
4272,Playfair Cipher,2,"Seal up the mouth of outrage for a while, Till we can clear these ambiguities And know their spring, their head, their true descent, And then will I be general of your woes, And lead you even to death.",NCCZWNWDRYNVWDNGNVMDGOFNKABVIDYCXDCLQXAREOICABDMFBNCRZCHFVDXFCOCKFNOPVWDCFCKKBFSDVFBDCFBRGWDCFDMETRFCNRAKUEOKMFBPUSCCSCAFAUFEBZSNENVBTNAOCKFYCRGZNYFUAKUKGABWD,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
4273,RSA Cipher,3,"Seal up the mouth of outrage for a while, Till we can clear these ambiguities And know their spring, their head, their true descent, And then will I be general of your woes, And lead you even to death.",2680 1313 1632 745 1992 2160 612 1992 884 2170 1313 1992 2271 2185 2160 884 2170 1992 2185 1369 1992 2185 2160 884 2412 1632 2923 1313 1992 1369 2185 2412 1992 1632 1992 1107 2170 3179 745 1313 678 1992 2159 3179 745 745 1992 1107 1313 1992 281 1632 2235 1992 281 745 1313 1632 2412 1992 884 2170 1313 1230 1313 1992 1632 2271 2570 3179 2923 2160 3179 884 3179 1313 1230 1992 2790 2235 1773 1992 690 2235 2185 1107 1992 884 2170 1313 3179 2412 1992 1230 612 2412 3179 2235 2923 678 1992 884 2170 1313 3179 2412 1992 2170 1313 1632 1773 678 1992 884 2170 1313 3179 2412 1992 884 2412 2160 1313 1992 1773 1313 1230 281 1313 2235 884 678 1992 2790 2235 1773 1992 884 2170 1313 2235 1992 1107 3179 745 745 1992 1486 1992 2570 1313 1992 2923 1313 2235 1313 2412 1632 745 1992 2185 1369 1992 487 2185 2160 2412 1992 1107 2185 1313 1230 678 1992 2790 2235 1773 1992 745 1313 1632 1773 1992 487 2185 2160 1992 1313 2578 1313 2235 1992 884 2185 1992 1773 1313 1632 884 2170 2825,Vigenère Cipher,False,Bacon Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4274,AES Cipher,3,"Seal up the mouth of outrage for a while, Till we can clear these ambiguities And know their spring, their head, their true descent, And then will I be general of your woes, And lead you even to death.",lPNHRX8x7vHPrwbeblfSZfz9c7zxXWj5BY6z8mSCFJtdYeprBMyfhj5s6/ly8+bZ7TX7lQ3Eo7aAn8JknSGyvyzX3d4IORIaSqRzCK3x2H9te97/aCoRA9GEXsXVdU+riwtOmIY//HpO+J0mKBLVTsrkLxvFS8dO4VnoQUzV80UdjjS08fiA3y04+h/mKbRCIaFNVhssxJ9/y1QJSLfG3y0qCp82GiLL/Q1Vsf/sQ67KuFZ1tttYh5u50cUGC9smyaTLU/xq8IKnEkcKm5VHqQ==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
4275,Caesar Cipher,1,And I am one that love Bianca moreThan words can witness or your thoughts can guess.,dqg l dp rqh wkdw oryh eldqfd pruhwkdq zrugv fdq zlwqhvv ru brxu wkrxjkwv fdq jxhvv.,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
4276,Atbash Cipher,1,And I am one that love Bianca moreThan words can witness or your thoughts can guess.,Zmw R zn lmv gszg olev Yrzmxz nlivGszm dliwh xzm drgmvhh li blfi gslftsgh xzm tfvhh.,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
4277,Morse Code,1,And I am one that love Bianca moreThan words can witness or your thoughts can guess.,.- -. -..   ..   .- --   --- -. .   - .... .- -   .-.. --- ...- .   -... .. .- -. -.-. .-   -- --- .-. . - .... .- -.   .-- --- .-. -.. ...   -.-. .- -.   .-- .. - -. . ... ...   --- .-.   -.-- --- ..- .-.   - .... --- ..- --. .... - ...   -.-. .- -.   --. ..- . ... ... .,Morse Code,True,Vigenère Cipher,False,Morse Code,True,Morse Code,True
4278,Bacon Cipher,1,And I am one that love Bianca moreThan words can witness or your thoughts can guess.,AAAAAABBABAAABBABAAAAAAAAABBAAABBBAABBABAABAABAABBAABBBAAAAABAABBABABBABBBABABABAABAAAAAABABAAAAAAAAABBABAAABAAAAAAABBAAABBBABAAABAABAABAABBAABBBAAAAAABBABBABBAABBBABAAABAAABBBAABAAAABAAAAAAABBABBABBAABAAABAABBABBABAABAABAABABAABAABBBABAAABBBAAAABBBABABAABAAABBAABBAABBBABBBABABAAAABBAAABBBBAABBBAABAAAABAAAAAAABBABAABBABABAAAABAABAABABAABA,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Atbash Cipher,False
4279,Rail Fence Cipher,2,And I am one that love Bianca moreThan words can witness or your thoughts can guess.,AI  tviarao  n y usnen  moeta oeBac oehnwrscnwteso ortogt a us.danhl nmT daisruhhcgs,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Playfair Cipher,False
